Region	Month of Period End	Median Sale Price	Median Sale Price MoM 	Median Sale Price YoY 	Homes Sold	Homes Sold MoM 	Homes Sold YoY 	New Listings	New Listings MoM 	New Listings YoY 	Inventory	Inventory MoM 	 Inventory YoY 	Days on Market	Days on Market MoM	Days on Market YoY	Average Sale To List	Average Sale To List MoM 	Average Sale To List YoY 
Seattle, WA metro area	Nov-22	$738K	-3.80%	2.40%	2,503	-15.90%	-45.00%	1,900	-33.40%	-34.50%	4,752	-18.00%	174.50%	25	4	18	98.00%	-0.50%	-6.00%
Seattle, WA metro area	Dec-22	$710K	-3.70%	-2.70%	2,160	-13.70%	-44.00%	1,069	-43.70%	-46.60%	3,552	-25.30%	195.00%	32	7	25	97.80%	-0.20%	-6.40%
Seattle, WA metro area	Jan-23	$720K	1.40%	0.00%	1,555	-28.00%	-31.90%	2,067	93.40%	-27.10%	3,047	-14.20%	139.50%	44	12	37	98.00%	0.20%	-7.00%
Seattle, WA metro area	Feb-23	$710K	-1.40%	-5.50%	2,200	41.50%	-19.10%	2,342	13.30%	-40.80%	2,684	-11.90%	67.00%	33	-11	28	99.20%	1.20%	-9.40%
Seattle, WA metro area	Mar-23	$740K	4.20%	-10.30%	2,884	31.10%	-35.10%	3,660	56.30%	-36.10%	3,194	19.00%	40.00%	13	-20	8	100.10%	0.90%	-10.60%
Seattle, WA metro area	Apr-23	$775K	4.70%	-8.80%	2,721	-5.70%	-40.30%	3,293	-10.00%	-42.50%	3,257	2.00%	-0.90%	7	-6	2	101.00%	0.90%	-8.90%
Seattle, WA metro area	May-23	$800K	3.20%	-6.20%	3,228	18.60%	-33.40%	3,900	18.40%	-35.40%	3,448	5.90%	-17.90%	6	-1	1	101.40%	0.40%	-5.60%
Seattle, WA metro area	Jun-23	$800K	0.00%	-3.00%	3,396	5.20%	-26.10%	3,999	2.50%	-36.10%	3,857	11.90%	-36.90%	7	1	1	101.20%	-0.20%	-1.70%
Seattle, WA metro area	Jul-23	$780K	-2.50%	-1.90%	3,002	-11.60%	-15.90%	3,489	-12.80%	-30.10%	3,984	3.30%	-41.00%	8	1	-1	100.80%	-0.40%	0.60%
Seattle, WA metro area	Aug-23	$789K	1.20%	1.20%	3,171	5.60%	-16.50%	3,377	-3.20%	-15.60%	4,126	3.60%	-33.30%	8	0	-8	100.50%	-0.40%	1.50%
Seattle, WA metro area	Sep-23	$770K	-2.40%	0.70%	2,740	-13.60%	-24.40%	3,429	1.50%	-14.90%	4,561	10.50%	-28.50%	12	4	-9	100.00%	-0.50%	1.20%
Seattle, WA metro area	Oct-23	$770K	0.00%	0.40%	2,609	-4.80%	-12.30%	2,590	-24.50%	-9.20%	4,266	-6.50%	-26.30%	12	0	-9	100.00%	0.00%	1.50%
Seattle, WA metro area	Nov-23	$775K	0.60%	5.10%	2,207	-15.40%	-11.80%	1,813	-30.00%	-4.60%	3,596	-15.70%	-24.30%	17	5	-8	99.50%	-0.50%	1.50%
Seattle, WA metro area	Dec-23	$750K	-3.20%	5.60%	1,957	-11.30%	-9.40%	1,052	-42.00%	-1.60%	2,540	-29.40%	-28.50%	28	11	-4	99.10%	-0.50%	1.20%
Seattle, WA metro area	Jan-24	$745K	-0.70%	3.50%	1,691	-13.60%	8.70%	2,266	115.40%	9.60%	2,370	-6.70%	-22.20%	36	8	-8	99.40%	0.40%	1.40%
Seattle, WA metro area	Feb-24	$798K	7.10%	12.40%	2,246	32.80%	2.10%	3,200	41.20%	36.60%	2,781	17.30%	3.60%	12	-24	-21	101.20%	1.80%	2.00%
Seattle, WA metro area	Mar-24	$826K	3.40%	11.60%	2,791	24.30%	-3.20%	3,761	17.50%	2.80%	3,017	8.50%	-5.50%	7	-5	-6	102.00%	0.90%	2.00%
Seattle, WA metro area	Apr-24	$850K	3.00%	9.70%	3,195	14.50%	17.40%	4,295	14.20%	30.40%	3,568	18.30%	9.50%	6	-1	-1	102.60%	0.60%	1.70%
Seattle, WA metro area	May-24	$860K	1.20%	7.50%	3,599	12.60%	11.50%	5,143	19.70%	31.90%	4,933	38.30%	43.10%	6	0	0	102.30%	-0.30%	0.90%
Seattle, WA metro area	Jun-24	$850K	-1.20%	6.30%	3,239	-10.00%	-4.60%	4,346	-15.50%	8.70%	5,493	11.40%	42.40%	7	1	0	101.40%	-0.90%	0.10%
Seattle, WA metro area	Jul-24	$850K	0.00%	9.00%	3,365	3.90%	12.10%	3,815	-12.20%	9.30%	5,652	2.90%	41.90%	8	1	0	100.70%	-0.70%	-0.20%
Seattle, WA metro area	Aug-24	$827K	-2.70%	4.90%	3,193	-5.10%	0.70%	3,600	-5.60%	6.60%	5,753	1.80%	39.40%	12	4	4	100.10%	-0.50%	-0.30%
Seattle, WA metro area	Sep-24	$825K	-0.30%	7.10%	2,811	-12.00%	2.60%	3,865	7.40%	12.70%	6,050	5.20%	32.60%	18	6	6	99.80%	-0.30%	-0.10%
Seattle, WA metro area	Oct-24	$840K	1.80%	9.10%	3,362	19.60%	28.90%	3,262	-15.60%	25.90%	5,589	-7.60%	31.00%	16	-2	4	100.00%	0.10%	0.00%
Seattle, WA metro area	Nov-24	$813K	-3.20%	4.90%	2,671	-20.60%	21.00%	1,801	-44.80%	-0.70%	4,418	-21.00%	22.90%	23	7	6	99.60%	-0.40%	0.10%
Seattle, WA metro area	Dec-24	$789K	-3.00%	5.20%	2,396	-10.30%	22.40%	1,206	-33.00%	14.60%	3,344	-24.30%	31.70%	29	6	1	99.40%	-0.20%	0.30%
Seattle, WA metro area	Jan-25	$775K	-1.80%	4.00%	1,815	-24.20%	7.30%	3,012	149.80%	32.90%	3,719	11.20%	56.90%	39	10	3	99.40%	0.00%	0.00%
Seattle, WA metro area	Feb-25	$800K	3.20%	0.30%	2,299	26.70%	2.40%	3,092	2.70%	-3.40%	4,023	8.20%	44.70%	13	-26	1	101.00%	1.60%	-0.20%
Seattle, WA metro area	Mar-25	$830K	3.80%	0.50%	2,887	25.60%	3.40%	4,168	34.80%	10.80%	4,617	14.80%	53.00%	8	-5	1	101.30%	0.30%	-0.70%
Seattle, WA metro area	Apr-25	$851K	2.50%	0.10%	3,179	10.10%	-0.50%	4,676	12.20%	8.90%	5,709	23.70%	60.00%	7	-1	1	101.50%	0.10%	-1.20%
Seattle, WA metro area	May-25	$850K	-0.10%	-1.20%	3,221	1.30%	-10.50%	5,683	21.50%	10.50%	7,354	28.80%	49.10%	8	1	2	100.60%	-0.90%	-1.70%
Seattle, WA metro area	Jun-25	$870K	2.30%	2.30%	3,428	6.40%	5.80%	4,402	-22.50%	1.30%	7,643	3.90%	39.10%	12	4	5	100.00%	-0.50%	-1.30%
Seattle, WA metro area	Jul-25	$840K	-3.40%	-1.20%	3,280	-4.30%	-2.50%	4,014	-8.80%	5.20%	7,682	0.50%	35.90%	18	6	10	99.30%	-0.80%	-1.40%
Seattle, WA metro area	Aug-25	$840K	0.00%	1.50%	2,983	-9.10%	-6.60%	3,142	-21.70%	-12.70%	7,078	-7.90%	23.00%	23	5	11	99.20%	-0.10%	-1.00%
Washington, DC metro area	Jan-12	$278K	-1.70%	4.90%	3,265	-24.50%	1.60%	5,216	56.40%	-1.50%	15,137	-3.40%	-21.90%	69	8	-3	97.50%	-0.10%	0.00%
Washington, DC metro area	Feb-12	$276K	-0.70%	4.10%	3,674	12.50%	4.90%	5,998	15.00%	4.30%	15,205	0.40%	-21.90%	64	-5	-11	97.70%	0.20%	-0.10%
Washington, DC metro area	Mar-12	$306K	11.10%	9.50%	4,525	23.20%	-5.90%	8,248	37.50%	0.20%	16,192	6.50%	-21.30%	49	-15	-15	98.00%	0.30%	0.10%
Washington, DC metro area	Apr-12	$323K	5.40%	9.90%	4,984	10.10%	4.30%	7,610	-7.70%	-8.40%	16,553	2.20%	-23.70%	32	-17	-16	98.30%	0.20%	0.50%
Washington, DC metro area	May-12	$337K	4.30%	8.70%	5,858	17.50%	13.00%	7,309	-4.00%	-2.60%	16,531	-0.10%	-24.30%	26	-6	-11	98.70%	0.40%	0.80%
Washington, DC metro area	Jun-12	$350K	3.90%	7.70%	6,237	6.50%	3.50%	6,687	-8.50%	-7.10%	16,485	-0.30%	-24.00%	28	2	-10	98.60%	-0.10%	0.80%
Washington, DC metro area	Jul-12	$340K	-2.90%	6.30%	5,569	-10.70%	6.00%	5,848	-12.50%	-6.60%	15,868	-3.70%	-25.00%	32	4	-9	98.50%	-0.10%	0.50%
Washington, DC metro area	Aug-12	$335K	-1.50%	7.00%	5,608	0.70%	7.60%	5,915	1.10%	1.80%	15,340	-3.30%	-24.80%	35	3	-12	98.30%	-0.10%	0.50%
Washington, DC metro area	Sep-12	$320K	-4.60%	10.20%	4,546	-18.90%	3.40%	6,002	1.50%	-0.30%	15,527	1.20%	-24.10%	38	3	-15	98.40%	0.10%	0.70%
Washington, DC metro area	Oct-12	$320K	0.20%	14.30%	4,523	-0.50%	15.20%	5,399	-10.00%	1.30%	14,503	-6.60%	-25.20%	34	-4	-20	98.30%	-0.10%	0.50%
Washington, DC metro area	Nov-12	$330K	3.10%	11.90%	4,900	8.30%	23.80%	4,216	-21.90%	-2.30%	13,207	-8.90%	-25.40%	33	-1	-24	98.50%	0.10%	0.70%
Washington, DC metro area	Dec-12	$325K	-1.50%	14.90%	4,558	-7.00%	5.40%	3,246	-23.00%	-2.70%	11,799	-10.70%	-24.70%	42	9	-19	98.40%	-0.10%	0.80%
Washington, DC metro area	Jan-13	$300K	-7.70%	8.00%	3,649	-19.90%	11.80%	5,040	55.30%	-3.40%	11,193	-5.10%	-26.10%	48	6	-21	98.20%	-0.20%	0.70%
Washington, DC metro area	Feb-13	$315K	5.00%	14.20%	3,784	3.70%	3.00%	5,830	15.70%	-2.80%	11,453	2.30%	-24.70%	43	-5	-21	98.60%	0.40%	0.90%
Washington, DC metro area	Mar-13	$336K	6.70%	9.70%	4,951	30.80%	9.40%	7,338	25.90%	-11.00%	11,868	3.60%	-26.70%	28	-15	-21	98.90%	0.30%	0.80%
Washington, DC metro area	Apr-13	$353K	4.90%	9.10%	5,507	11.20%	10.50%	8,877	21.00%	16.60%	12,986	9.40%	-21.50%	18	-10	-14	99.20%	0.40%	1.00%
Washington, DC metro area	May-13	$370K	5.00%	9.80%	6,706	21.80%	14.50%	9,025	1.70%	23.50%	14,290	10.00%	-13.60%	14	-4	-12	99.40%	0.20%	0.70%
Washington, DC metro area	Jun-13	$388K	4.90%	10.90%	6,942	3.50%	11.30%	7,580	-16.00%	13.40%	14,697	2.80%	-10.80%	15	1	-13	99.60%	0.10%	1.00%
Washington, DC metro area	Jul-13	$370K	-4.60%	8.80%	6,540	-5.80%	17.40%	7,205	-4.90%	23.20%	14,862	1.10%	-6.30%	20	5	-12	99.30%	-0.20%	0.90%
Washington, DC metro area	Aug-13	$365K	-1.40%	8.90%	6,301	-3.70%	12.40%	6,820	-5.30%	15.30%	15,128	1.80%	-1.40%	22	2	-13	99.20%	-0.10%	0.90%
Washington, DC metro area	Sep-13	$345K	-5.50%	8.00%	5,052	-19.80%	11.10%	6,826	0.10%	13.70%	15,829	4.60%	1.90%	25	3	-13	99.20%	0.00%	0.80%
Washington, DC metro area	Oct-13	$340K	-1.40%	6.30%	5,104	1.00%	12.80%	6,232	-8.70%	15.40%	15,632	-1.20%	7.80%	27	2	-7	99.10%	-0.10%	0.80%
Washington, DC metro area	Nov-13	$345K	1.50%	4.50%	4,215	-17.40%	-14.00%	4,591	-26.30%	8.90%	14,306	-8.50%	8.30%	32	5	-1	99.00%	-0.20%	0.50%
Washington, DC metro area	Dec-13	$353K	2.30%	8.50%	5,017	19.00%	10.10%	3,263	-28.90%	0.50%	12,770	-10.70%	8.20%	39	7	-3	98.60%	-0.30%	0.30%
Washington, DC metro area	Jan-14	$330K	-6.50%	10.00%	3,317	-33.90%	-9.10%	5,098	56.20%	1.20%	12,423	-2.70%	11.00%	47	8	-1	98.40%	-0.20%	0.20%
Washington, DC metro area	Feb-14	$336K	1.80%	6.60%	3,579	7.90%	-5.40%	5,740	12.60%	-1.50%	12,853	3.50%	12.20%	46	-1	3	98.70%	0.30%	0.10%
Washington, DC metro area	Mar-14	$345K	2.70%	2.70%	4,421	23.50%	-10.70%	7,784	35.60%	6.10%	13,859	7.80%	16.80%	31	-15	3	98.90%	0.20%	0.00%
Washington, DC metro area	Apr-14	$365K	5.80%	3.50%	5,247	18.70%	-4.70%	9,433	21.20%	6.30%	15,390	11.00%	18.50%	23	-8	5	99.10%	0.20%	-0.20%
Washington, DC metro area	May-14	$375K	2.70%	1.40%	6,042	15.20%	-9.90%	9,771	3.60%	8.30%	16,626	8.00%	16.30%	19	-4	5	99.10%	0.10%	-0.30%
Washington, DC metro area	Jun-14	$388K	3.50%	0.00%	6,596	9.20%	-5.00%	8,270	-15.40%	9.10%	18,149	9.20%	23.50%	19	0	4	99.00%	-0.10%	-0.50%
Washington, DC metro area	Jul-14	$375K	-3.40%	1.40%	6,217	-5.70%	-4.90%	7,717	-6.70%	7.10%	19,621	8.10%	32.00%	23	4	3	99.00%	-0.10%	-0.40%
Washington, DC metro area	Aug-14	$367K	-2.00%	0.70%	5,718	-8.00%	-9.30%	6,703	-13.10%	-1.70%	19,550	-0.40%	29.20%	30	7	8	98.70%	-0.30%	-0.50%
Washington, DC metro area	Sep-14	$350K	-4.80%	1.40%	4,977	-13.00%	-1.50%	6,971	4.00%	2.10%	19,870	1.60%	25.50%	38	8	13	98.60%	-0.10%	-0.60%
Washington, DC metro area	Oct-14	$355K	1.50%	4.40%	5,118	2.80%	0.30%	6,409	-8.10%	2.80%	19,192	-3.40%	22.80%	40	2	13	98.50%	-0.10%	-0.60%
Washington, DC metro area	Nov-14	$355K	0.10%	3.00%	4,108	-19.70%	-2.50%	4,284	-33.20%	-6.70%	16,854	-12.20%	17.80%	43	3	11	98.40%	-0.10%	-0.60%
Washington, DC metro area	Dec-14	$370K	4.10%	4.80%	5,259	28.00%	4.80%	3,519	-17.90%	7.80%	14,742	-12.50%	15.40%	53	10	14	98.40%	0.10%	-0.20%
Washington, DC metro area	Jan-15	$340K	-8.00%	3.10%	3,556	-32.40%	7.20%	5,321	51.20%	4.40%	14,247	-3.40%	14.70%	62	9	15	97.90%	-0.50%	-0.50%
Washington, DC metro area	Feb-15	$353K	3.70%	4.90%	3,712	4.40%	3.70%	6,214	16.80%	8.30%	14,580	2.30%	13.40%	62	0	16	98.30%	0.40%	-0.40%
Washington, DC metro area	Mar-15	$357K	1.20%	3.40%	5,088	37.10%	15.10%	8,983	44.60%	15.40%	16,172	10.90%	16.70%	42	-20	11	98.70%	0.40%	-0.20%
Washington, DC metro area	Apr-15	$369K	3.40%	1.10%	5,799	14.00%	10.50%	10,885	21.20%	15.40%	18,939	17.10%	23.10%	27	-15	4	99.00%	0.30%	-0.10%
Washington, DC metro area	May-15	$385K	4.30%	2.70%	6,357	9.60%	5.20%	9,982	-8.30%	2.20%	20,558	8.50%	23.60%	21	-6	2	99.00%	0.00%	-0.10%
Washington, DC metro area	Jun-15	$390K	1.30%	0.50%	7,611	19.70%	15.40%	8,539	-14.50%	3.30%	20,839	1.40%	14.80%	24	3	5	99.10%	0.10%	0.00%
Washington, DC metro area	Jul-15	$375K	-3.80%	0.00%	7,100	-6.70%	14.20%	8,128	-4.80%	5.30%	20,986	0.70%	7.00%	29	5	6	98.80%	-0.20%	-0.10%
Washington, DC metro area	Aug-15	$367K	-2.10%	-0.10%	6,147	-13.40%	7.50%	6,983	-14.10%	4.20%	20,478	-2.40%	4.70%	37	8	7	98.70%	-0.10%	0.00%
Washington, DC metro area	Sep-15	$350K	-4.60%	0.00%	5,652	-8.10%	13.60%	7,249	3.80%	4.00%	20,576	0.50%	3.60%	41	4	3	98.60%	-0.10%	0.00%
Washington, DC metro area	Oct-15	$354K	1.10%	-0.40%	5,238	-7.30%	2.30%	6,726	-7.20%	4.90%	19,707	-4.20%	2.70%	43	2	3	98.60%	-0.10%	0.10%
Washington, DC metro area	Nov-15	$360K	1.80%	1.40%	4,448	-15.10%	8.30%	4,541	-32.50%	6.00%	17,247	-12.50%	2.30%	45	2	2	98.50%	-0.10%	0.10%
Washington, DC metro area	Dec-15	$350K	-2.80%	-5.30%	5,720	28.60%	8.80%	3,692	-18.70%	4.90%	14,780	-14.30%	0.30%	52	7	-1	98.50%	0.10%	0.10%
Washington, DC metro area	Jan-16	$345K	-1.40%	1.50%	3,784	-33.80%	6.40%	4,755	28.80%	-10.60%	14,046	-5.00%	-1.40%	62	10	0	98.20%	-0.30%	0.30%
Washington, DC metro area	Feb-16	$341K	-1.20%	-3.30%	4,053	7.10%	9.20%	6,443	35.50%	3.70%	14,160	0.80%	-2.90%	64	2	2	98.40%	0.20%	0.10%
Washington, DC metro area	Mar-16	$360K	5.60%	0.90%	5,311	31.00%	4.40%	10,387	61.20%	15.60%	16,290	15.00%	0.70%	47	-17	5	98.70%	0.30%	0.00%
Washington, DC metro area	Apr-16	$372K	3.40%	0.90%	6,339	19.40%	9.30%	10,846	4.40%	-0.40%	18,092	11.10%	-4.50%	24	-23	-3	99.00%	0.30%	0.10%
Washington, DC metro area	May-16	$385K	3.40%	0.00%	7,264	14.60%	14.30%	9,142	-15.70%	-8.40%	18,382	1.60%	-10.60%	21	-3	0	99.20%	0.20%	0.20%
Washington, DC metro area	Jun-16	$391K	1.60%	0.30%	8,158	12.30%	7.20%	8,614	-5.80%	0.90%	18,394	0.10%	-11.70%	22	1	-2	99.20%	0.00%	0.10%
Washington, DC metro area	Jul-16	$380K	-2.80%	1.30%	6,940	-14.90%	-2.30%	7,567	-12.20%	-6.90%	18,075	-1.70%	-13.90%	27	5	-2	99.10%	-0.10%	0.30%
Washington, DC metro area	Aug-16	$373K	-1.90%	1.60%	7,115	2.50%	15.70%	6,780	-10.40%	-2.90%	17,229	-4.70%	-15.90%	33	6	-4	98.90%	-0.20%	0.20%
Washington, DC metro area	Sep-16	$363K	-2.70%	3.60%	6,053	-14.90%	7.10%	7,284	7.40%	0.50%	17,483	1.50%	-15.00%	35	2	-6	98.90%	0.00%	0.30%
Washington, DC metro area	Oct-16	$360K	-0.70%	1.80%	5,521	-8.80%	5.40%	6,118	-16.00%	-9.00%	16,389	-6.30%	-16.80%	36	1	-7	98.80%	-0.10%	0.30%
Washington, DC metro area	Nov-16	$370K	2.80%	2.80%	5,291	-4.20%	19.00%	4,908	-19.80%	8.10%	14,588	-11.00%	-15.40%	36	0	-9	98.70%	-0.10%	0.30%
Washington, DC metro area	Dec-16	$372K	0.50%	6.30%	5,589	5.60%	-2.30%	3,809	-22.40%	3.20%	12,612	-13.50%	-14.70%	44	8	-8	98.80%	0.00%	0.30%
Washington, DC metro area	Jan-17	$356K	-4.20%	3.20%	4,128	-26.10%	9.10%	5,417	42.20%	13.90%	12,024	-4.70%	-14.40%	50	6	-12	98.60%	-0.10%	0.50%
Washington, DC metro area	Feb-17	$360K	1.10%	5.60%	4,371	5.90%	7.80%	7,216	33.20%	12.00%	12,740	6.00%	-10.00%	46	-4	-18	98.80%	0.20%	0.50%
Washington, DC metro area	Mar-17	$370K	2.80%	2.80%	6,166	41.10%	16.10%	10,440	44.70%	0.50%	14,462	13.50%	-11.20%	27	-19	-20	99.00%	0.20%	0.30%
Washington, DC metro area	Apr-17	$390K	5.40%	4.80%	6,418	4.10%	1.20%	9,794	-6.20%	-9.70%	15,676	8.40%	-13.40%	17	-10	-7	99.40%	0.30%	0.30%
Washington, DC metro area	May-17	$400K	2.60%	3.90%	7,906	23.20%	8.80%	9,956	1.70%	8.90%	16,227	3.50%	-11.70%	16	-1	-5	99.40%	0.10%	0.20%
Washington, DC metro area	Jun-17	$405K	1.30%	3.60%	8,670	9.70%	6.30%	9,451	-5.10%	9.70%	16,802	3.50%	-8.70%	19	3	-3	99.30%	-0.10%	0.20%
Washington, DC metro area	Jul-17	$395K	-2.50%	3.90%	7,397	-14.70%	6.60%	7,649	-19.10%	1.10%	16,617	-1.10%	-8.10%	22	3	-5	99.20%	-0.10%	0.20%
Washington, DC metro area	Aug-17	$386K	-2.30%	3.50%	7,150	-3.30%	0.50%	7,306	-4.50%	7.80%	16,204	-2.50%	-5.90%	28	6	-5	99.10%	-0.10%	0.30%
Washington, DC metro area	Sep-17	$368K	-4.80%	1.30%	5,802	-18.90%	-4.10%	7,629	4.40%	4.70%	16,746	3.30%	-4.20%	29	1	-6	99.00%	-0.20%	0.10%
Washington, DC metro area	Oct-17	$377K	2.50%	4.60%	6,030	3.90%	9.20%	6,646	-12.90%	8.60%	15,773	-5.80%	-3.80%	29	0	-7	99.10%	0.10%	0.30%
Washington, DC metro area	Nov-17	$385K	2.20%	4.10%	5,549	-8.00%	4.90%	5,011	-24.60%	2.10%	13,775	-12.70%	-5.60%	33	4	-3	98.90%	-0.20%	0.20%
Washington, DC metro area	Dec-17	$385K	0.00%	3.50%	5,481	-1.20%	-1.90%	3,406	-32.00%	-10.60%	11,458	-16.80%	-9.20%	40	7	-4	98.90%	0.00%	0.10%
Washington, DC metro area	Jan-18	$365K	-5.30%	2.40%	4,106	-25.10%	-0.50%	5,294	55.40%	-2.30%	10,630	-7.20%	-11.60%	45	5	-5	98.80%	-0.10%	0.10%
Washington, DC metro area	Feb-18	$375K	2.80%	4.20%	4,387	6.80%	0.40%	6,748	27.50%	-6.50%	11,097	4.40%	-12.90%	43	-2	-3	99.00%	0.20%	0.10%
Washington, DC metro area	Mar-18	$391K	4.30%	5.70%	5,945	35.50%	-3.60%	9,560	41.70%	-8.40%	12,217	10.10%	-15.50%	21	-22	-6	99.30%	0.30%	0.20%
Washington, DC metro area	Apr-18	$405K	3.60%	3.80%	6,699	12.70%	4.40%	10,337	8.10%	5.50%	13,751	12.60%	-12.30%	14	-7	-3	99.50%	0.30%	0.20%
Washington, DC metro area	May-18	$410K	1.20%	2.50%	7,824	16.80%	-1.00%	10,283	-0.50%	3.30%	14,787	7.50%	-8.90%	14	0	-2	99.60%	0.10%	0.20%
Washington, DC metro area	Jun-18	$418K	1.80%	3.10%	8,288	5.90%	-4.40%	8,812	-14.30%	-6.80%	14,893	0.70%	-11.40%	15	1	-4	99.70%	0.10%	0.30%
Washington, DC metro area	Jul-18	$400K	-4.20%	1.30%	7,486	-9.70%	1.20%	7,631	-13.40%	-0.20%	14,365	-3.50%	-13.60%	20	5	-2	99.30%	-0.30%	0.10%
Washington, DC metro area	Aug-18	$399K	-0.20%	3.30%	7,073	-5.50%	-1.10%	7,250	-5.00%	-0.80%	14,411	0.30%	-11.10%	24	4	-4	99.20%	-0.20%	0.00%
Washington, DC metro area	Sep-18	$382K	-4.30%	3.90%	5,252	-25.70%	-9.50%	6,968	-3.90%	-8.70%	15,863	10.10%	-5.30%	28	4	-1	99.10%	-0.10%	0.10%
Washington, DC metro area	Oct-18	$390K	2.10%	3.50%	5,871	11.80%	-2.60%	6,508	-6.60%	-2.10%	15,679	-1.20%	-0.60%	43	15	14	99.10%	0.00%	0.00%
Washington, DC metro area	Nov-18	$390K	0.00%	1.30%	5,508	-6.20%	-0.70%	4,623	-29.00%	-7.70%	13,551	-13.60%	-1.60%	48	5	15	98.90%	-0.30%	-0.10%
Washington, DC metro area	Dec-18	$399K	2.30%	3.60%	5,179	-6.00%	-5.50%	3,026	-34.50%	-11.20%	11,147	-17.70%	-2.70%	50	2	10	98.90%	0.00%	0.00%
Washington, DC metro area	Jan-19	$385K	-3.50%	5.60%	4,076	-21.30%	-0.70%	4,931	63.00%	-6.90%	10,914	-2.10%	2.70%	60	10	15	98.80%	-0.10%	0.00%
Washington, DC metro area	Feb-19	$387K	0.40%	3.10%	4,152	1.90%	-5.40%	6,012	21.90%	-10.90%	11,420	4.60%	2.90%	47	-13	4	99.10%	0.30%	0.10%
Washington, DC metro area	Mar-19	$405K	4.80%	3.60%	5,793	39.50%	-2.60%	8,818	46.70%	-7.80%	12,739	11.50%	4.30%	33	-14	12	99.50%	0.40%	0.20%
Washington, DC metro area	Apr-19	$420K	3.70%	3.70%	6,759	16.70%	0.90%	9,711	10.10%	-6.10%	14,002	9.90%	1.80%	25	-8	11	99.80%	0.30%	0.20%
Washington, DC metro area	May-19	$422K	0.50%	3.00%	8,004	18.40%	2.30%	9,845	1.40%	-4.30%	15,151	8.20%	2.50%	24	-1	10	99.80%	0.00%	0.20%
Washington, DC metro area	Jun-19	$427K	1.10%	2.20%	7,676	-4.10%	-7.40%	7,973	-19.00%	-9.50%	15,229	0.50%	2.30%	26	2	11	99.70%	-0.10%	0.10%
Washington, DC metro area	Jul-19	$420K	-1.60%	5.00%	7,474	-2.60%	-0.20%	7,226	-9.40%	-5.30%	14,372	-5.60%	0.00%	28	2	8	99.60%	-0.10%	0.30%
Washington, DC metro area	Aug-19	$415K	-1.20%	4.00%	6,908	-7.60%	-2.30%	6,820	-5.60%	-5.90%	13,995	-2.60%	-2.90%	33	5	9	99.50%	-0.20%	0.30%
Washington, DC metro area	Sep-19	$400K	-3.60%	4.70%	5,846	-15.40%	11.30%	7,052	3.40%	1.20%	14,380	2.80%	-9.30%	35	2	7	99.20%	-0.20%	0.10%
Washington, DC metro area	Oct-19	$410K	2.50%	5.20%	6,095	4.30%	3.80%	6,395	-9.30%	-1.70%	13,817	-3.90%	-11.90%	34	-1	-9	99.40%	0.10%	0.20%
Washington, DC metro area	Nov-19	$415K	1.20%	6.40%	5,130	-15.80%	-6.90%	4,448	-30.40%	-3.80%	12,147	-12.10%	-10.40%	37	3	-11	99.40%	0.00%	0.50%
Washington, DC metro area	Dec-19	$419K	1.00%	5.00%	5,607	9.30%	8.30%	3,019	-32.10%	-0.20%	9,692	-20.20%	-13.10%	42	5	-8	99.20%	-0.20%	0.30%
Washington, DC metro area	Jan-20	$400K	-4.70%	3.80%	4,103	-26.80%	0.70%	5,349	77.20%	8.50%	9,765	0.80%	-10.50%	51	9	-9	98.90%	-0.30%	0.10%
Washington, DC metro area	Feb-20	$418K	4.60%	8.10%	4,528	10.40%	9.10%	6,570	22.80%	9.30%	10,242	4.90%	-10.30%	37	-14	-10	99.50%	0.60%	0.40%
Washington, DC metro area	Mar-20	$438K	4.80%	8.10%	6,137	35.50%	5.90%	8,498	29.30%	-3.60%	11,516	12.40%	-9.60%	27	-10	-6	100.10%	0.60%	0.60%
Washington, DC metro area	Apr-20	$446K	1.90%	6.20%	5,665	-7.70%	-16.20%	6,210	-26.90%	-36.10%	11,800	2.50%	-15.70%	24	-3	-1	100.10%	0.00%	0.30%
Washington, DC metro area	May-20	$440K	-1.40%	4.20%	5,505	-2.80%	-31.20%	6,777	9.10%	-31.20%	11,658	-1.20%	-23.10%	30	6	6	99.70%	-0.40%	-0.10%
Washington, DC metro area	Jun-20	$440K	0.00%	3.10%	7,211	31.00%	-6.10%	7,675	13.30%	-3.70%	11,011	-5.50%	-27.70%	32	2	6	99.90%	0.20%	0.10%
Washington, DC metro area	Jul-20	$470K	6.80%	11.90%	8,101	12.30%	8.40%	8,739	13.90%	20.90%	11,145	1.20%	-22.50%	29	-3	1	100.20%	0.30%	0.60%
Washington, DC metro area	Aug-20	$464K	-1.30%	11.80%	7,786	-3.90%	12.70%	8,039	-8.00%	17.90%	10,671	-4.30%	-23.80%	26	-3	-7	100.50%	0.30%	1.00%
Washington, DC metro area	Sep-20	$457K	-1.60%	14.10%	7,667	-1.50%	31.10%	8,476	5.40%	20.20%	11,035	3.40%	-23.30%	27	1	-8	100.40%	-0.10%	1.20%
Washington, DC metro area	Oct-20	$460K	0.80%	12.20%	7,771	1.40%	27.50%	8,741	3.10%	36.70%	11,409	3.40%	-17.40%	25	-2	-9	100.50%	0.10%	1.10%
